Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Business As Usual,1000 heads,2012,599.354
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Business As Usual,1000 heads,2030,664.1
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Business As Usual,1000 heads,2035,669.845
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Business As Usual,1000 heads,2040,675.512
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Business As Usual,1000 heads,2050,687.509
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Stratified Societies,1000 heads,2012,599.354
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Stratified Societies,1000 heads,2030,619.749
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Stratified Societies,1000 heads,2035,631.226
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Stratified Societies,1000 heads,2040,651.201
Livestock,Herd sizes,Raising of pigs,Total,BGR,Bulgaria,Europe/Central Asia,Stratified Societies,1000 heads,2050,702.51
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Toward Sustainability,1000 heads,2012,545.702
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Toward Sustainability,1000 heads,2030,690.41
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Toward Sustainability,1000 heads,2035,712.126
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Toward Sustainability,1000 heads,2040,732.179
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Toward Sustainability,1000 heads,2050,776.422
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Business As Usual,1000 heads,2012,545.702
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Business As Usual,1000 heads,2030,672.087
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Business As Usual,1000 heads,2035,696.361
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Business As Usual,1000 heads,2040,721.283
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Business As Usual,1000 heads,2050,773.287
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Stratified Societies,1000 heads,2012,545.702
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Stratified Societies,1000 heads,2030,624.512
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Stratified Societies,1000 heads,2035,652.981
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Stratified Societies,1000 heads,2040,691.829
Livestock,Herd sizes,Raising of pigs,Total,BIH,Bosnia and Herzegovina,Europe/Central Asia,Stratified Societies,1000 heads,2050,786.579
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Toward Sustainability,1000 heads,2012,3780.717
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Toward Sustainability,1000 heads,2030,4417.769
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Toward Sustainability,1000 heads,2035,4543.489
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Toward Sustainability,1000 heads,2040,4675.217
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Toward Sustainability,1000 heads,2050,4969.072
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Business As Usual,1000 heads,2012,3780.717
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Business As Usual,1000 heads,2030,4504.749
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Business As Usual,1000 heads,2035,4655.963
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Business As Usual,1000 heads,2040,4808.284
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Business As Usual,1000 heads,2050,5118.144
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Stratified Societies,1000 heads,2012,3780.717
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Stratified Societies,1000 heads,2030,4461.407
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Stratified Societies,1000 heads,2035,4617.252
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Stratified Societies,1000 heads,2040,4787.658
Livestock,Herd sizes,Raising of pigs,Total,BLR,Belarus,Europe/Central Asia,Stratified Societies,1000 heads,2050,5153.951
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Toward Sustainability,1000 heads,2012,134.246
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Toward Sustainability,1000 heads,2030,171.97
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Toward Sustainability,1000 heads,2035,179.522
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Toward Sustainability,1000 heads,2040,186.879
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Toward Sustainability,1000 heads,2050,202.15
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Business As Usual,1000 heads,2012,134.246
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Business As Usual,1000 heads,2030,168.583
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Business As Usual,1000 heads,2035,175.96
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Business As Usual,1000 heads,2040,183.544
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Business As Usual,1000 heads,2050,199.269
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Stratified Societies,1000 heads,2012,134.246
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Stratified Societies,1000 heads,2030,162.246
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Stratified Societies,1000 heads,2035,170.642
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Stratified Societies,1000 heads,2040,180.764
Livestock,Herd sizes,Raising of pigs,Total,GEO,Georgia,Europe/Central Asia,Stratified Societies,1000 heads,2050,203.949
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Toward Sustainability,1000 heads,2012,1191.277
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Toward Sustainability,1000 heads,2030,1443.399
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Toward Sustainability,1000 heads,2035,1498.094
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Toward Sustainability,1000 heads,2040,1552.831
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Toward Sustainability,1000 heads,2050,1666.075
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Business As Usual,1000 heads,2012,1191.277
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Business As Usual,1000 heads,2030,1455.617
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Business As Usual,1000 heads,2035,1516.248
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Business As Usual,1000 heads,2040,1576.24
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Business As Usual,1000 heads,2050,1694.355
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Stratified Societies,1000 heads,2012,1191.277
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Stratified Societies,1000 heads,2030,1427.737
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Stratified Societies,1000 heads,2035,1489.905
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Stratified Societies,1000 heads,2040,1557.411
Livestock,Herd sizes,Raising of pigs,Total,KAZ,Kazakhstan,Europe/Central Asia,Stratified Societies,1000 heads,2050,1699.861
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Toward Sustainability,1000 heads,2012,55.397
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Toward Sustainability,1000 heads,2030,67.708
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Toward Sustainability,1000 heads,2035,70.438
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Toward Sustainability,1000 heads,2040,73.152
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Toward Sustainability,1000 heads,2050,78.775
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Business As Usual,1000 heads,2012,55.397
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Business As Usual,1000 heads,2030,67.345
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Business As Usual,1000 heads,2035,70.124
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Business As Usual,1000 heads,2040,72.931
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Business As Usual,1000 heads,2050,78.682
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Stratified Societies,1000 heads,2012,55.397
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Stratified Societies,1000 heads,2030,65.428
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Stratified Societies,1000 heads,2035,68.293
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Stratified Societies,1000 heads,2040,71.564
Livestock,Herd sizes,Raising of pigs,Total,KGZ,Kyrgyzstan,Europe/Central Asia,Stratified Societies,1000 heads,2050,78.79
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Toward Sustainability,1000 heads,2012,438.439
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Toward Sustainability,1000 heads,2030,561.717
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Toward Sustainability,1000 heads,2035,581.269
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Toward Sustainability,1000 heads,2040,599.25
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Toward Sustainability,1000 heads,2050,638.077
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Business As Usual,1000 heads,2012,438.439
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Business As Usual,1000 heads,2030,544.403
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Business As Usual,1000 heads,2035,564.589
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Business As Usual,1000 heads,2040,585.231
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Business As Usual,1000 heads,2050,628.213
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Stratified Societies,1000 heads,2012,438.439
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Stratified Societies,1000 heads,2030,506.519
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Stratified Societies,1000 heads,2035,530.622
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Stratified Societies,1000 heads,2040,563.167
Livestock,Herd sizes,Raising of pigs,Total,MDA,Republic of Moldova,Europe/Central Asia,Stratified Societies,1000 heads,2050,642.236
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Toward Sustainability,1000 heads,2012,5343.06
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Toward Sustainability,1000 heads,2030,5736.957
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Toward Sustainability,1000 heads,2035,5733.191
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Toward Sustainability,1000 heads,2040,5737.88
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Toward Sustainability,1000 heads,2050,5809.862
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Business As Usual,1000 heads,2012,5343.06
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Business As Usual,1000 heads,2030,5882.214
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Business As Usual,1000 heads,2035,5933.475
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Business As Usual,1000 heads,2040,5984.121
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Business As Usual,1000 heads,2050,6090.59
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Stratified Societies,1000 heads,2012,5343.06
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Stratified Societies,1000 heads,2030,5744.066
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Stratified Societies,1000 heads,2035,5819.96
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Stratified Societies,1000 heads,2040,5924.657
Livestock,Herd sizes,Raising of pigs,Total,ROU,Romania,Europe/Central Asia,Stratified Societies,1000 heads,2050,6156.337
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Toward Sustainability,1000 heads,2012,17769.229
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Toward Sustainability,1000 heads,2030,17669.478
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Toward Sustainability,1000 heads,2035,17913.212
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Toward Sustainability,1000 heads,2040,18383.136
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Toward Sustainability,1000 heads,2050,19688.111
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Business As Usual,1000 heads,2012,17769.229
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Business As Usual,1000 heads,2030,20906.313
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Business As Usual,1000 heads,2035,21602.449
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Business As Usual,1000 heads,2040,22271.88
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Business As Usual,1000 heads,2050,23524.61
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Stratified Societies,1000 heads,2012,17769.229
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Stratified Societies,1000 heads,2030,23330.734
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Stratified Societies,1000 heads,2035,23777.288
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Stratified Societies,1000 heads,2040,23777.184
Livestock,Herd sizes,Raising of pigs,Total,RUS,Russian Federation,Europe/Central Asia,Stratified Societies,1000 heads,2050,23089.051
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Toward Sustainability,1000 heads,2012,3371.758
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Toward Sustainability,1000 heads,2030,4150.805
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Toward Sustainability,1000 heads,2035,4272.433
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Toward Sustainability,1000 heads,2040,4394.246
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Toward Sustainability,1000 heads,2050,4679.687
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Business As Usual,1000 heads,2012,3371.758
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Business As Usual,1000 heads,2030,4149.571
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Business As Usual,1000 heads,2035,4297.962
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Business As Usual,1000 heads,2040,4449.827
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Business As Usual,1000 heads,2050,4770.074
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Stratified Societies,1000 heads,2012,3371.758
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Stratified Societies,1000 heads,2030,3961.488
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Stratified Societies,1000 heads,2035,4130.801
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Stratified Societies,1000 heads,2040,4346.577
Livestock,Herd sizes,Raising of pigs,Total,SRB,Serbia,Europe/Central Asia,Stratified Societies,1000 heads,2050,4859.368
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Toward Sustainability,1000 heads,2012,0.625
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Toward Sustainability,1000 heads,2030,0.771
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Toward Sustainability,1000 heads,2035,0.804
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Toward Sustainability,1000 heads,2040,0.838
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Toward Sustainability,1000 heads,2050,0.905
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Business As Usual,1000 heads,2012,0.625
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Business As Usual,1000 heads,2030,0.762
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Business As Usual,1000 heads,2035,0.794
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Business As Usual,1000 heads,2040,0.827
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Business As Usual,1000 heads,2050,0.893
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Stratified Societies,1000 heads,2012,0.625
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Stratified Societies,1000 heads,2030,0.741
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Stratified Societies,1000 heads,2035,0.774
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Stratified Societies,1000 heads,2040,0.81
Livestock,Herd sizes,Raising of pigs,Total,TJK,Tajikistan,Europe/Central Asia,Stratified Societies,1000 heads,2050,0.892
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Toward Sustainability,1000 heads,2012,29.331
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Toward Sustainability,1000 heads,2030,36.081
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Toward Sustainability,1000 heads,2035,37.488
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Toward Sustainability,1000 heads,2040,38.864
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Toward Sustainability,1000 heads,2050,41.669
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Business As Usual,1000 heads,2012,29.331
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Business As Usual,1000 heads,2030,36.038
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Business As Usual,1000 heads,2035,37.545
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Business As Usual,1000 heads,2040,39.046
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Business As Usual,1000 heads,2050,42.085
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Stratified Societies,1000 heads,2012,29.331
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Stratified Societies,1000 heads,2030,34.971
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Stratified Societies,1000 heads,2035,36.548
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Stratified Societies,1000 heads,2040,38.317
Livestock,Herd sizes,Raising of pigs,Total,TKM,Turkmenistan,Europe/Central Asia,Stratified Societies,1000 heads,2050,42.194
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Toward Sustainability,1000 heads,2012,7634.374
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Toward Sustainability,1000 heads,2030,7943.435
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Toward Sustainability,1000 heads,2035,8002.336
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Toward Sustainability,1000 heads,2040,8096.294
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Toward Sustainability,1000 heads,2050,8367.217
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Business As Usual,1000 heads,2012,7634.374
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Business As Usual,1000 heads,2030,8470.197
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Business As Usual,1000 heads,2035,8616.247
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Business As Usual,1000 heads,2040,8757.714
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Business As Usual,1000 heads,2050,9035.208
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Stratified Societies,1000 heads,2012,7634.374
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Stratified Societies,1000 heads,2030,8712.686
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Stratified Societies,1000 heads,2035,8839.405
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Stratified Societies,1000 heads,2040,8923.097
Livestock,Herd sizes,Raising of pigs,Total,UKR,Ukraine,Europe/Central Asia,Stratified Societies,1000 heads,2050,9016.422
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Toward Sustainability,1000 heads,2012,94.998
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Toward Sustainability,1000 heads,2030,116.011
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Toward Sustainability,1000 heads,2035,120.636
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Toward Sustainability,1000 heads,2040,125.24
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Toward Sustainability,1000 heads,2050,134.738
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Business As Usual,1000 heads,2012,94.998
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Business As Usual,1000 heads,2030,115.659
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Business As Usual,1000 heads,2035,120.363
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Business As Usual,1000 heads,2040,125.099
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Business As Usual,1000 heads,2050,134.782
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Stratified Societies,1000 heads,2012,94.998
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Stratified Societies,1000 heads,2030,112.573
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Stratified Societies,1000 heads,2035,117.581
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Stratified Societies,1000 heads,2040,123.272
Livestock,Herd sizes,Raising of pigs,Total,UZB,Uzbekistan,Europe/Central Asia,Stratified Societies,1000 heads,2050,135.814
Livestock,Herd sizes,Raising of pigs,Total,XECA,Rest of ECA,Europe/Central Asia,Toward Sustainability,1000 heads,2012,195.793
Livestock,Herd sizes,Raising of pigs,Total,XECA,Rest of ECA,Europe/Central Asia,Toward Sustainability,1000 heads,2030,246.145
Livestock,Herd sizes,Raising of pigs,Total,XECA,Rest of ECA,Europe/Central Asia,Toward Sustainability,1000 heads,2035,253.484
Livestock,Herd sizes,Raising of pigs,Total,XECA,Rest of ECA,Europe/Central Asia,Toward Sustainability,1000 heads,2040,260.277
Livestock,Herd sizes,Raising of pigs,Total,XECA,Rest of ECA,Europe/Central Asia,Toward Sustainability,1000 heads,2050,275.598
Livestock,Herd sizes,Raising of pigs,Total,XECA,Rest of ECA,Europe/Central Asia,Business As Usual,1000 heads,2012,195.793
