Record Id,Record URL,Document URL,Title,Original title,Date of original text,Last amended date,Available website,Language of document,Country/Territory,Regional organizations,Territorial subdivision,Type of text,Repealed,Abstract,Primary subjects,Domain,Keywords
LEX-FAOC185484,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC185484,https://faolex.fao.org/docs/pdf/chi185484.pdf,Resolución Núm. 609 exenta - Establece exigencias sanitarias para la internación a Chile de grandes felinos silvestres/exóticos con fines de exhibición.,,29-01-2019,,www.leychile.cl,Spanish,Chile,,,Regulation,,Por medio de la presente Resolución se establecen las exigencias sanitarias para la internación a Chile de grandes felinos silvestres o exóticos con fines de exhibición. El objetivo de estas disposiciones es evitar la introducción de enfermedades que puedan afectar la salud animal. ,Wild species & ecosystems,Wild species & ecosystems,wild fauna; international trade; animal health; pests/diseases; vaccination
LEX-FAOC186587,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC186587,https://faolex.fao.org/docs/pdf/chi186587.pdf,Decreto Núm. 95 – Declara Santuario de la Naturaleza Laguna Tebenquiche.,,09-11-2018,,www.leychile.cl,Spanish,Chile,,,Regulation,,"Por medio del presente Decreto se declara el santuario de la naturaleza Laguna Tebenquiche, ubicado en el sector norte del Salar de Atacama. El santuario tendrá como objetos de conservación los siguientes: el humedal altoandino Laguna Tebenquiche, los hábitats de especies de flora y fauna, en particular la avifauna clasificada en categoría de conservación y los distintos ecosistemas microbianos (microrganismos extremófilos) presentes en la laguna. ",Wild species & ecosystems,Wild species & ecosystems,protected area; ecosystem conservation; protection of habitats; wild fauna; wild flora; birds; wetlands
LEX-FAOC188052,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC188052,https://faolex.fao.org/docs/pdf/chi188052.pdf,"Decreto 771 - Promulga la Convención sobre Zonas Húmedas de Importancia Internacional Especialmente como Hábitat de las Aves Acuáticas, suscrita en Irán el 2 de febrero de 1971.",,04-09-1981,,www.leychile.cl,Spanish,Chile,,,Legislation,,"El presente Decreto promulga la Convención sobre Zonas Húmedas de Importancia Internacional Especialmente como Hábitat de las Aves Acuáticas, suscrita en Irán el 2 de febrero de 1971. ",Wild species & ecosystems,Wild species & ecosystems,ratification; biodiversity; birds; management/conservation; ecosystem conservation; protection of habitats; wetlands; international agreement-text
LEX-FAOC188057,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC188057,https://faolex.fao.org/docs/pdf/chi188057.pdf,Decreto Nº 191 - Aprueba Convenio sobre Conservación de Focas Antárticas.,,21-02-1980,,www.leychile.cl,Spanish,Chile,,,Legislation,,"Por medio del presente Decreto se promulga la Convención sobre Conservación de Focas Antárticas, suscrita en Londres en 1972. ",Wild species & ecosystems,Wild species & ecosystems,biodiversity; management/conservation; marine mammals; ratification; hunting/capture; international agreement-text
LEX-FAOC188062,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC188062,https://faolex.fao.org/docs/pdf/chi188062.pdf,Decreto Nº 868 - Promulga el Convenio sobre la Conservación de Especies Migratorias de la Fauna Salvaje.,,14-10-1981,,www.leychile.cl,Spanish,Chile,,,Legislation,,"Mediante este Decreto se promulga el Convenio para la Conservación de Especies Migratorias de la Fauna Salvaje y sus Anexos. Dicho Conviene tiene por finalidad proteger a las especies migratorias cuyo estado de conservación sea desfavorable, y tomando en forma individual o en colaboración, las medidas apropiadas y necesarias para conservar dichas especies y su hábitat. ",Wild species & ecosystems,Wild species & ecosystems,ratification; wild fauna; birds; management/conservation; protection of habitats; migratory species; international agreement-text
LEX-FAOC188128,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC188128,https://faolex.fao.org/docs/pdf/chi188128.pdf,Decreto Nº 141 - Aprueba la Convención sobre el Comercio Internacional de Especies Amenazadas de Fauna y Flora Silvestres.,,18-02-1975,,www.leychile.cl,Spanish,Chile,,,Legislation,,"Por medio de este Decreto se aprueba en Chile la Convención sobre el Comercio Internacional de Especies Amenazadas de Fauna y Flora Silvestres, adoptada en Washington el 3 de Marzo de 1973. ",Wild species & ecosystems,Wild species & ecosystems,ratification; management/conservation; wild fauna; wild flora; endangered species; international trade; protection of species; international agreement-text
LEX-FAOC189484,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC189484,https://faolex.fao.org/docs/pdf/chi189484.pdf,"Decreto Núm. 91 – Declara Monumento Natural Picaflor de Arica, Comuna y Provincia de Arica, Región de Arica y Parinacota.",,25-10-2018,,www.leychile.cl,Spanish,Chile,,,Regulation,,"El presente Decreto declara y define los límites del Monumento Natural Picaflor de Arica, Comuna y Provincia de Arica, Región de Arica y Parinacota. El objetivo principal del monumento natural será contribuir a asegurar la estabilidad de poblaciones relictas de Picaflor de Arica mediante su protección y la preservación de especies florísticas que caracterizan una muestra del ecosistema de desierto tropical interior del Valle de Chaca. ",Wild species & ecosystems,Wild species & ecosystems,wild flora; management/conservation; ecosystem conservation; protection of habitats
LEX-FAOC189626,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC189626,https://faolex.fao.org/docs/pdf/chi189626.pdf,"Decreto Núm. 1 - Reglamento sobre Registro Único Nacional de Comercio Internacional de los Especímenes de las Especies incluidas en los Apéndices I, II y III de la Convención sobre el Comercio Internacional de Especies Amenazadas de Flora y Fauna Silvestre.",,28-01-2019,,www.leychile.cl,Spanish,Chile,,,Regulation,,"El presente Decreto aprueba el Reglamento sobre el funcionamiento del Registro Único Nacional de Comercio Internacional de los Especímenes de las Especies incluidas en los Apéndices I, II y III de la Convención sobre el Comercio Internacional de Especies Amenazadas de Flora y Fauna Silvestre. El Registro tiene por objetivos: a) facilitar el acceso a la información relativa al Comercio Internacional de Especies Amenazadas de Fauna y Flora Silvestres; b) constituir una herramienta que favorezca la toma de decisiones en las materias reguladas por la Convención; c) mejorar la coordinación entre los órganos de la Administración del Estado, para la ejecución de las materias reguladas en la Convención y en la Ley; d) dar cumplimiento al artículo VIII, párrafo sexto, de la Convención Cites. ",Wild species & ecosystems,Wild species & ecosystems,international agreement-implementation; registration; access-to-information; wild fauna; wild flora
LEX-FAOC189627,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC189627,https://faolex.fao.org/docs/pdf/chi189627.pdf,"Decreto Núm. 2 – Reglamento que establece condiciones para nombramiento de las Autoridades Científicas de la Ley Nº 20.962, y regula el procedimiento para su selección.",,28-01-2019,,www.leychile.cl,Spanish,Chile,,,Regulation,,"El presente Reglamento tiene por objeto regular los requisitos para el nombramiento de las Autoridades Científicas establecidas en el artículo 5° de la Ley N° 20.962 (Ley que aplica Convención sobre el Comercio Internacional de Especies Amenazadas de Flora y Fauna Silvestre) y el procedimiento de selección de dichas autoridades. Corresponderá a las Autoridades Científicas asesorar a las autoridades administrativas y de observancia en materias propias de la Convención, y en especial: a) colaborar en la identificación de especímenes interceptados, retenidos, incautados o decomisados; b) pronunciarse sobre aspectos científico-técnicos que son necesarios para la emisión de permisos o certificados Cites; c) asesorar a la Autoridad Administrativa en la adopción de medidas pertinentes para limitar la expedición de permisos de exportación cuando la situación de la población de una especie así lo requiera; d) emitir informes sobre la elaboración y revisión de las propuestas de enmienda de la Convención y de la inclusión de especies a sus Apéndices; e) participar en las reuniones de la Conferencia de las Partes, Comités de Fauna y de Flora, en el Comité Permanente y en otros órganos de la Convención; f) desempeñar las demás tareas que les confiera la Ley o la Convención. ",Wild species & ecosystems,Wild species & ecosystems,international agreement-implementation; institution; wild fauna; wild flora
LEX-FAOC207293,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207293,https://faolex.fao.org/docs/pdf/chi207293.pdf,"Resolución Nº 7.170 – Fija tiempos estándares para la evaluación de solicitudes de captura de fauna silvestre; la internación de fauna exótica; la inscripción en el Registro Nacional de Tenedores de Fauna Silvestre; la inscripción anual en el Registro Nacional de Empresas Controladores de Lagomorfos y Roedores, deroga Resolución Nº 441, de 2014, y modifica Resolución Nº 3.816, de 1996, de este servicio.",,04-11-2018,,www.bcn.cl,Spanish,Chile,,,Regulation,,"La presente Resolución, del Servicio Agrícola y Ganadero (SAG), fija los tiempos estándares a ser aplicados a la evaluación de solicitudes de captura de fauna silvestre y la inscripción anual en el Registro Nacional de Empresas Controladoras de Lagomorfos y Roedores, que el SAG efectúe según requerimiento de terceros. Asimismo, se fijan los tiempos estándares a ser aplicados a las evaluaciones de solicitudes de inscripción en el Registro Nacional de Tenedores de Fauna Silvestre (RNTFS), en la evaluación de solicitudes de internación y de visitas de inspección de fauna exótica. ",Wild species & ecosystems,Wild species & ecosystems,royalties/fees; wild fauna; wild flora; invasive alien species ; registration; governance; inspection
LEX-FAOC207294,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207294,https://faolex.fao.org/docs/pdf/chi207294.pdf,Resolución Nº 642 – Fija tarifas para el otorgamiento de permisos de caza mayor y menor.,,20-12-2002,,www.bcn.cl,Spanish,Chile,,,Regulation,,"La presente Resolución, del Ministerio de Agricultura, fija las tarifas para el otorgamiento de los permisos de caza mayor y menor que expide el Servicio Agrícola y Ganadero (SAG), conforme lo dispone el artículo 8º de la Ley de Caza, que exige la obtención de dichos permisos para poder practicarla. ",Wild species & ecosystems,Wild species & ecosystems,hunting authorization/permit; hunting authorization/permit fee; wild fauna; royalties/fees
LEX-FAOC213616,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC213616,https://faolex.fao.org/docs/pdf/chi213616.pdf,"Decreto 41. Crea la reserva nacional El Yali de la Comuna de Santo Domingo, provincia de San Antonio, V Region.",,23-05-1996,,https://bcn.cl,spanish,Chile,,,Regulation,,"Con este decreto créase la Reserva Nacional El Yali, en unos terrenos ubicados en la comuna de Santo Domingo, Provincia de San Antonio, V Región, con una superficie de 520,37 has. También se definen los siguientes objetivos de creación de esta Reserva, que tiene el propósito de proteger y conservar, en su medio natural, el ambiente lacustre, la fauna y flora silvestre asociada a esta área protegida: - la conservación de poblaciones de una alta variedad de especies de avifauna silvestre permanente y migratoria; la recuperación y preservación de especies de fauna con problemas de conservación; la conservación del recurso hídrico contenido en las Lagunas Matanzas, Colejuda y Laguna Costera o Albufera, por su vital importancia en los procesos biológicos de la avifauna del sector y como componente del paisaje; la conservación de la flora silvestre, representada por el Matorral Espinoso de los Lomajes Costeros o Matorral Espinoso del Secano Costero; la conservación del recurso suelo y la preservación de la integridad del paisaje natural. El decreto también define los deslindes de la Reserva. ",Wild species & ecosystems,Wild species & ecosystems,birds; cultural heritage; ecosystem conservation; endangered species; migratory species; protected area; protection of environment; protection of habitats; protection of species; soil conservation/soil improvement; wetlands; wild fauna; wild flora
LEX-FAOC009328,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC009328,https://faolex.fao.org/docs/pdf/chi9328.pdf,"Ley Nº 19.473 - Sustituye el texto de la Ley Nº 4.601, sobre caza, y el artículo 609 del Código Civil.",,04-09-1996,,,Spanish,Chile,,,Legislation,,"La Ley, que consta de 2 artículos, sustituye el texto de la Ley Nº 4.601, sobre caza, que a su vez queda conformada por 7 títulos, 45 artículos y 4 artículos transitorios. INDICE: Definiciones (I); Caza o captura (II); Permisos de caza y de captura (III); Cotos de caza, centros de reproducción, de rehabilitación y de exhibición, criaderos y tenencia de animales (IV); Disposiciones generales (V); Sanciones, competencia y procedimiento (VI); Control de caza. Las disposiciones de la presente Ley se aplican a la caza, captura, crianza, conservación y utilización sustentable de animales de la fauna silvestre, con excepción de las especies y los recursos hidrobiológicos cuya preservación se rige por la Ley Nº 18.892, General de Pesca y Acuicultura, cuyo texto refundido, coordinado y sistematizado fue fijado por Decreto Supremo Nº 430, de 1991. La Ley prohibe en todo el territorio nacional la caza o captura de ejemplares de la fauna silvestre catalogados como especies en peligro de extinción, vulnerables, raras y escasamente conocidas, así como la de las especies catalogadas como beneficiosas para la actividad silvoagropecuaria, para la mantencíon del equilibrio de los ecosistemas naturales o que presenten densidades poblacionales reducidas (art. 3º). La caza sólo podrá practicarse previa obtención de un permiso de caza (art. 8º). Son cotos de caza los predios especialmente destinados a practicar la caza mayor y menor de animales, y para establecer uno se requerirá la previa realización de una declaración o estudio de impacto ambiental, en conformidad al procedimiento previsto en la Ley Nº 19.300, de 1994 (art. 10). Las funciones de control de caza serán ejercidas por los Carabineros, por la autoridad marítima o por funcionarios designados (art. 39). ",Wild species & ecosystems,Wild species & ecosystems,hunting/capture; captive wild animals; hunting authorization/permit; protected area; ranching/captive breeding; endangered species; wild fauna; offences/penalties; protection of habitats; protection of species
LEX-FAOC009340,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC009340,https://faolex.fao.org/docs/pdf/chi9340.pdf,Resolución Nº 1.233 - Autoriza caza de zorro gris en la Isla Grande de Tierra del Fuego.,,30-04-1997,,,Spanish,Chile,,,Regulation,,"La presente Resolución, considerando que la especie conocida como zorro gris, chilla, zorro chico o zorro pampero (Pseudalopex griseus) ha experimentado un notable incremento en la Isla Grande de Tierra del Fuego (Región XII) -lo cual ha causado un decremento en las densidades poblacionales de la avifauna nativa, una disminución de la subespecie de zorro culpeo (Pseudalopex culpaeus lycoides) considerado como uno de los más amenazados de extinción en Chile, y un incremento en la predación sobre el ganado ovino-, autoriza hasta el 31 de octubre de 1997, exclusivamente en la provincia de Tierra del Fuego la caza de un máximo de 5 000 ejemplares de zorro gris o chilla, como asimismo la tenencia, posesión, transporte y comercialización de sus pieles (par. 1º). Los cazadores, en forma previa al inicio de las labores, deberán registrarse en la oficina provincial del Servicio Agrícola y Ganadero (par. 2º). Los interesados que deseen exportar las pieles obtenidas mediante las normas de la presente Resolución deberán solicitar un permiso de exportación CITES ante las oficinas regionales del Servicio (par. 5º). El único método de caza permitido será el rifle calibre 22 (par. 7º). ",Wild species & ecosystems,Wild species & ecosystems,hunting/capture; endangered species; protection of species
LEX-FAOC207156,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207156,https://faolex.fao.org/docs/pdf/chi207156.pdf,Resolución Nº 5 – Aprueba contrato para la aplicación de la Convención sobre el Comercio Internacional de Especies Amenazadas de Flora y Fauna Silvestre (CITES).,,08-02-2017,,www.leychile.cl,Spanish,Chile,,,Regulation,,"La presente Resolución del Ministerio de Agricultura aprueba el Contrato para la Aplicación de la Convención sobre el Comercio Internacional de Especies Amenazadas de Flora y Fauna Silvestre (CITES) suscrito con fecha 27 de diciembre de 2016 entre la Subsecretaría de Agricultura y la Corporación Nacional Forestal (Conaf), reproduciendo su texto íntegro. El contrato tiene como fin garantizar la adecuada aplicación de la Convención y el correcto ejercicio de las facultades enumeradas en el artículo 4° de la Ley N° 20.962, en lo relativo al ámbito de la flora terrestre. En este sentido, la Conaf se obliga a ejercer las funciones que corresponden a la Autoridad Administrativa de la Convención en lo relativo al ámbito de la flora terrestre. La cláusula séptima del contrato especifica las obligaciones que tendrá la Conaf en el ejercicio de dicha función. El contrato será de duración indefinida. ",Wild species & ecosystems,Wild species & ecosystems,trade in species; wild flora; management/conservation; institution; governance
LEX-FAOC207256,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207256,https://faolex.fao.org/docs/pdf/chi207256.pdf,Resolución Nº 554 – Aprueba Bases para la Convocatoria al Proceso de Selección de Autoridades Científicas para Fauna y Flora Terrestre Silvestre.,,15-11-2019,05-02-2020,www.leychile.cl,Spanish,Chile,,,Regulation,,"La presente Resolución del Ministerio de Agricultura, aprueba y reproduce las Bases Administrativas y Técnicas para la convocatoria al proceso de selección de Autoridades Científicas para Fauna y Flora Terrestre, del Convenio CITES. Se regulan aspectos relacionados con los postulantes, los aspectos procedimentales de la postulación, etapas y plazos del proceso de selección, la evaluación de los postulantes, entre otras materias. ",Wild species & ecosystems,Wild species & ecosystems,international agreement-implementation; trade in species; institution; procedural matters
LEX-FAOC216182,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC216182,https://faolex.fao.org/docs/pdf/chi216182.pdf,Decreto Nº 103 - Declara Parques Nacionales los terrenos de las Islas del archipiélago de Juan Fernández y los de la Isla de Pascua.,,16-01-1935,,www.bcn.cl,Spanish,Chile,,,Regulation,,"El presente Decreto, del Ministerio de Tierras y Colonización, declara, a partir del 16 de Enero de 1935, como Parques Nacionales los terrenos de las Islas del archipiélago de Juan Fernández y los de la Isla de Pascua. Se prohíben ciertas actividades en dichos territorios. Este territorio fue declarado Reserva Mundial de la Biósfera por la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO) en el año 1977. ",Wild species & ecosystems,Wild species & ecosystems,national parks; biodiversity; wild fauna; wild flora; protected area
LEX-FAOC194040,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC194040,https://faolex.fao.org/docs/pdf/chi194040.pdf,Resolución Núm. 436 exenta – Fija exigencias sanitarias para la internación de anfibios para laboratorios de investigación o diagnóstico y para centros de exhibición a Chile.,,16-01-2020,,www.leychile.cl,Spanish,Chile,,,Regulation,,"Los anfibios que se importen al país deberán venir amparados por un certificado sanitario oficial otorgado por la autoridad sanitaria competente del país de origen. El certificado deberá estipular el país y la especie, datos del exportador y del establecimiento de procedencia, la identificación de los animales (especie, sexo, edad, identificación), el consignatario y la identificación del medio de transporte. Asimismo deberá acreditar el cumplimiento de las exigencias sanitarias especificadas en esta Resolución. ",Wild species & ecosystems,Wild species & ecosystems,amphibians; animal health; pests/diseases; international trade; quarantine
LEX-FAOC054740,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC054740,https://faolex.fao.org/docs/pdf/chi54740.pdf,Resolución Nº 5.581 - Autoriza desembarque y tratamiento sanitario de basuras orgánicas de naves provenientes del extranjero y de puertos nacionales ubicados bajo cuarentena interna.,,14-10-2005,,,Spanish,Chile,,,Regulation,,"Teniendo en cuenta que la basura orgánica de las naves provenientes del extranjero y de puertos nacionales ubicados en áreas bajo cuarentena interna constituyen un riesgo de introducción, diseminación y establecimiento en el territorio nacional de plagas de los vegetales y enfermedades de los animales, la presente Resolución autoriza su desembarque en la medida en que se cumplan los requisitos y tratamientos estipulados en el Reglamento Específico para la Acreditación de Terceros. ",Livestock; Cultivated plants,Livestock; Cultivated plants; Waste & hazardous substances,animal health; pests/diseases; plant production; pests/diseases; plant protection; organic waste; waste management
LEX-FAOC112978,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC112978,https://faolex.fao.org/docs/pdf/chi112978.pdf,Decreto Nº 3 - Reglamento para el manejo de lodos provenientes de plantas de tratamiento de efluentes de la industria procesadora de frutas y hortalizas.,,08-02-2012,,,Spanish,Chile,,,Regulation,,"El presente Reglamento tiene por objeto regular el manejo de lodos provenientes de plantas de tratamiento de efluentes de la industria procesadora de frutas y hortalizas. En particular establece las exigencias sanitarias mínimas para el manejo, restricciones, requisitos y condiciones técnicas, para la aplicación de lodos en determinados suelos. ",Environment,Land & soil; Water; Waste & hazardous substances,pollution control; soil pollution/quality; freshwater quality/freshwater pollution; effluent waste water/discharge; pollution control; pollution control; waste management
LEX-FAOC120581,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC120581,https://faolex.fao.org/docs/pdf/chi120581.pdf,"Resolución Nº 117 - Dicta e instruye normas de carácter general sobre procedimiento de caracterización, medición y control de residuos industriales líquidos.",,06-02-2013,,,Spanish,Chile,,,Regulation,,"La presente Resolución establece normas e instrucciones destinadas a los establecimientos que descarguen residuos industriales líquidos a aguas marinas, continentales superficiales o aguas subterráneas, o al estero Carén, como resultado de su proceso, actividad o servicio. Asimismo la Resolución prevé el monitoreo y control de los residuos industriales líquidos procedentes de dichos establecimientos. ",Water,Sea; Water; Waste & hazardous substances,pollution control; effluent waste water/discharge; offences/penalties; groundwater; water abstraction; freshwater quality/freshwater pollution; pollution control; effluent waste water/discharge; offences/penalties; effluent waste water/discharge; offences/penalties
LEX-FAOC001951,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC001951,https://faolex.fao.org/docs/pdf/chi1951.pdf,"Decreto Nº 475 - Política nacional de uso del borde costero del litoral de la República, y crea Comisión Nacional que indica.",,14-12-1994,,,Spanish,Chile,,,Regulation,,"El Decreto establece los principios generales, el ámbito de aplicación, los objetivos generales y los objetivos especificos de la Política Nacional de Uso del Borde Costero del Litoral de la República. Se trata de una política multidisciplinaria, sistémica e interinstitucional que se aplica a los siguientes bienes nacionales: a) terrenos de playa fiscales ubicados dentro de una franja de ochenta metros de ancho, medidos desde la línea de la más alta marea; b) la playa; c) las bahías, golfos, estrechos y canales interiores; y d) el mar territorial. La Comisión propondrá al Presidente acciones que impulsen la política. ",Environment,Environment,coastal zone management; institution; ecosystem conservation; environmental planning; marine area
LEX-FAOC003757,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC003757,https://faolex.fao.org/docs/pdf/chi3757.pdf,Decreto Nº 680 - Crea la Comisión Nacional de Ecología.,,23-11-1984,,,Spanish,Chile,,,Regulation,,"El Decreto, que consta de 11 artículos, crea la Comisión Nacional de Ecología que tiene por objeto asesorar al Presidente de la República en las acciones generales de Gobierno vinculadas a la protección del medio ambiente y a la conservación de los recursos naturales renovables (art. 1º). La Comisión estará formada por las autoridades ministeriales más representativas de los sectores directamente comprometidos con el problema (art. 2º). Los estudios técnicos inherentes al funcionamiento de la Comisión versarán fundamentalmente sobre las siguientes materias: a) definición de políticas nacionales sobre protección del medio ambiente y de la conservación de los recursos naturales; b) programas de investigación interdisciplinaria destinados a diagnosticar la realidad medioambiental; c) creación de un sistema de información y referencias sobre el medio ambiente; d) programas de educación de capacitación ambiental para la población (art. 7º). ",Environment,Environment,institution; ecosystem conservation; environmental standards; education; registration; access-to-information
LEX-FAOC007393,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC007393,https://faolex.fao.org/docs/pdf/chi7393.pdf,Decreto Nº 93 - Reglamento para la dictación de normas de calidad ambiental y de emisión.,,15-05-1995,,,Spanish,Chile,,,Regulation,Y,"El Reglamento consta de 5 títulos, 38 artículos y 2 transitorios. INDICE: Disposiciones generales (I); Procedimiento para la dictación de normas de calidad ambiental y de emisión (II); Reglas especiales (III); Procedimiento y criterios para la revisión de las normas vigentes (IV); Procedimiento de reclamo (V). El presente Reglamento, visto lo dispuesto en los artículos 32 y 40 de la Ley Nº 19.300, de Bases generales del medio ambiente, de 1º marzo 1994, establece el procedimiento para la dictación de normas de calidad ambiental primarias y secundarias y el procedimiento y los criterios para la revisión de dichas normas (art. 1º). Las normas primarias son aquellas que establecen los valores de las concentraciones y períodos, máximos o mínimos permisibles de elementos, compuestos, sustancias, derivados químicos o biológicos, energías, radiaciones, vibraciones, ruidos, o combinación de ellos, cuya presencia o carencia en el ambiente pueda constituir un riesgo para la vida o salud de la población, definiendo los niveles que originan situaciones de emergencia (art. 2º). Las normas secundarias son aquellas que establecen los valores de las concentraciones y períodos, máximos o mínimos permisibles de sustancias, elementos, energía o combinación de ellos, cuya presencia o carencia en el ambiente pueda constituir un riesgo para la protección o conservación del medio ambiente, o la preservación de la naturaleza (art. 3º). Las normas de emisión son aquellas que establecen la cantidad máxima permitida para un contaminante medida en el efluente de la fuente emisora (art. 4º); tales normas podrán utilizarse como instrumento de prevención de la contaminación o de sus efectos o como instrumento de gestión ambiental insertas en un plan de descontaminación o de prevención (art. 33). El procedimiento para la dictación de las normas de calidad y de emisión comprenderá las siguientes etapas: desarrollo de estudios científicos, análisis técnico y económico, consulta a organismos competentes públicos y privados y análisis de las observaciones formuladas (art. 5º). La tramitación del proceso de dictación de normas dará origen a un expediente (art. 7º), que será público (art. 8º). Toda norma de calidad ambiental y de emisión será revisada a lo menos cada cinco años (art. 36). ",Environment,Environment,environmental standards; research; ecosystem conservation; pollution control; emissions; legal proceedings/administrative proceedings
LEX-FAOC007394,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC007394,https://faolex.fao.org/docs/pdf/chi7394.pdf,Decreto Nº 94 - Reglamento que fija el procedimiento y etapas para establecer planes de prevención y de descontaminación.,,15-05-1995,,,Spanish,Chile,,,Regulation,,"El Reglamento consta de 4 títulos y 19 artículos. INDICE: Disposiciones generales (I); Procedimiento para la elaboración de los planes de prevención y de descontaminación (II); Contenido de los planes de prevención y de descontaminación (III); Procedimiento de reclamo (IV). El presente Reglamento, visto lo dispuesto en los artículos 32 y 44 de la Ley Nº 19.300, de Bases generales del medio ambiente, de 1º de marzo de 1994, establece el procedimiento para la elaboración de los planes de prevención y de descontaminación y su proposición a la autoridad para su establecimiento (art. 1º). El plan de descontaminación es un instrumento de gestión ambiental que tiene por finalidad recuperar los niveles señalados en las normas primarias y/o secundarias de calidad ambiental en una zona saturada; el plan de prevención es un instrumento de gestión ambiental que tiene por finalidad evitar la superación de una o más normas de calidad ambiental primaria o secundaria en una zona latente (art. 2º). La elaboración de tales planes corresponderá a la Comisión Nacional del Medio Ambiente (art. 3º). La elaboración del plan de prevención o de descontaminación dará origen a un expediente y su archivo correspondiente, que serán públicos y se mantendrán en las oficinas de la Comisión (art. 5º). La preparación de un plan se iniciará una vez que se haya dictado el respectivo decreto que declara una zona específica del territorio como saturada o latente (art. 6º). El plan de descontaminación o de prevención deberá contener los antecedentes y la identificación, delimitación y descripción del área afectada, una referencia a los datos de las mediciones de calidad ambiental que fundaron la respectiva declaración de zona saturada o latente y los antecedentes relativos a las fuentes emisoras que estuvieren impactando en dicha zona (arts. 15 y 17). ",Environment,Environment,environmental planning; pollution control; ecosystem conservation; waste prevention; monitoring; hazardous waste; waste management; disinfection/disinfestation
LEX-FAOC021625,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC021625,https://faolex.fao.org/docs/pdf/chi21625.pdf,Decreto Nº 90 - Crea Consejo de Desarrollo Sustentable.,,05-06-1998,,,Spanish,Chile,,,Regulation,,"El presente Decreto crea, como órgano asesor del Presidente de la República, el Consejo de Desarrollo Sustentable, cuya función principal será el estudio y la proposición de acciones de impulso y resguardo del desarrollo sustentable, cometido que se materializará mediante una acción concertada de agentes públicos y privados, con el objeto de asegurar la participación de diferentes grupos sociales nacionales en los procesos de toma de decisión relativos a dichos propósitos. Corresponderá al Consejo: a) informarse anualmente del estado del desarrollo sustentable del país; b) presentar al Presidente de la República un informe que contenga una visión concertada del desarrollo sustentable a mediano y largo plazo; c) presentar al Presidente de la República, en un documento de público conocimiento, sus sugerencias y propuestas en materia de desarrollo sustentable. ",Environment,Environment,agricultural development; institution; environmental standards; sustainable development; indigenous peoples
LEX-FAOC021730,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC021730,https://faolex.fao.org/docs/pdf/chi21730.pdf,Resolución Nº 1.336 - Arancel de prestaciones de salud ambiental.,,97-09-1997,,,Spanish,Chile,,,Regulation,Y,"La presente Resolución aprueba el arancel de prestaciones de salud ambiental, estableciendo que en el caso de prestaciones que se otorguen fuera de la jornada ordinaria de trabajo, por causas no imputables al Servicio de Salud, el valor de la prestación u hora de trabajo en su caso según arancel se recargará en un 50 por ciento. La fracción de hora, cuando corresponda, se cobrará por hora completa cuando exceda de 30 minutos. Respecto de las prestaciones que requieran para su ejecución de apoyo de análisis de laboratorio, éstos se cobrarán aparte del valor de la prestación de acuerdo a su correspondiente arancel. El pago del correspondiente arancel deberá efectuarse por el interesado al momento de solicitar la prestación. ",Environment,Environment,ecosystem conservation; environmental fees/charges
LEX-FAOC021964,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC021964,https://faolex.fao.org/docs/pdf/chi21964.pdf,"Resolución Nº 74 - Normas sobre gestión ambiental, entre otras.",,17-02-1999,,,Spanish,Chile,,,Regulation,,"La presente Resolución declara Normas Oficiales de la República de Chile, las siguientes normas chilenas con sus respectivos códigos y títulos de identificación: NCh-ISO 14040 Of1999 sobre gestión ambiental (Evaluación del ciclo de la vida - Principios y marco); y NCh-ISO 14050 Of1999 sobre gestión ambiental (Vocabulario). ",Environment,Environment,ecosystem conservation; environmental standards
